,Subsistema,Data,ENA_Bruta[MWmed],ENA_Bruta[%MLT],ENA_Armazenavel[MWmed],ENA_Armazenavel[%MLT],EAR_max,EAR[MWmes],EAR[%max],Carga_Diaria[MWmed],CMO_semanal[R$/MWh],CMO_leve[R$/MWh],CMO_media[R$/MWh],CMO_pesada[R$/MWh],Diferenca_CMO [R$/MWh],Razao_CMO
4241,Sul,2020-06-06,3928.45092773,37.40000153,3585.9519043,34.1393013,19897.046875,3805.11206055,19.12400055,9291.31579167,112.53,108.25,116.73,117.57,0.0,0.07927192310963675
4242,Nordeste,2020-06-06,4003.20288086,86.76709747,3933.78710938,85.26260376,51602.0703125,47136.8828125,91.34690094,9292.12254167,0.0,0.0,0.0,0.0,0.0,0.0
4243,Norte,2020-06-06,16458.65039063,153.853302,14226.67480469,132.98910522,15164.88671875,12600.09082031,83.08730316,5266.58058333,0.0,0.0,0.0,0.0,0.0,0.0
4244,Sudeste,2020-06-05,26608.58984375,81.5719986,26488.60742188,81.20420074,203567.078125,111393.3984375,54.72069931,33845.56195833,,,,,,
4245,Sul,2020-06-05,2642.00708008,25.15270042,2285.49291992,21.75849915,19897.046875,3712.22192383,18.65719986,11085.06075,,,,,,
4246,Nordeste,2020-06-05,4040.94897461,87.58519745,3968.69799805,86.01920319,51602.0703125,47149.2109375,91.3707962,9551.17325,,,,,,
4247,Norte,2020-06-05,17068.42382813,159.55340576,14832.07519531,138.64830017,15164.88671875,12596.89355469,83.06620026,5354.84045833,,,,,,
4248,Sul,2020-06-04,1874.47302246,17.84550095,1509.2869873,14.36880016,19897.046875,3664.84692383,18.41900063,11279.547875,,,,,,
4249,Nordeste,2020-06-04,4028.94189453,87.32499695,3928.05493164,85.13829803,51602.0703125,47195.54296875,91.46060181,9837.69383333,,,,,,
4250,Norte,2020-06-04,17625.76953125,164.76339722,15375.75878906,143.73060608,15164.88671875,12593.43554688,83.04340363,5242.24091667,,,,,,
4251,Sudeste,2020-06-04,26911.8203125,82.50160217,26811.53710938,82.19419861,203567.078125,111549.3359375,54.79729843,34005.04283333,,,,,,
4252,Sudeste,2020-06-03,27240.28320313,83.50859833,27060.9140625,82.95870209,203567.078125,111804.328125,54.92259979,33342.52670833,,,,,,
4253,Sul,2020-06-03,1644.41101074,15.65530014,1276.74304199,12.15499973,19897.046875,3639.21289063,18.29019928,11254.103125,,,,,,
4254,Nordeste,2020-06-03,4000.1159668,86.70020294,3925.69604492,85.08719635,51602.0703125,47231.71875,91.53070068,9783.73175,,,,,,
4255,Norte,2020-06-03,18031.6328125,168.55740356,15795.49902344,147.65429688,15164.88671875,12567.36035156,82.87139893,5323.005,,,,,,
4256,Sudeste,2020-06-02,27712.62304688,84.95659637,27445.54492188,84.13780212,203567.078125,111969.1796875,55.00360107,32761.887,,,,,,
4257,Sul,2020-06-02,1642.57702637,15.63780022,1269.98999023,12.09070015,19897.046875,3618.2980957,18.18510056,11231.464625,,,,,,
4258,Nordeste,2020-06-02,3979.75097656,86.25879669,3911.69604492,84.78379822,51602.0703125,47226.921875,91.52140045,9735.226625,,,,,,
4259,Norte,2020-06-02,18433.26757813,172.3117981,15599.92773438,145.82609558,15164.88671875,12556.70507813,82.80120087,5257.342,,,,,,
4260,Norte,2020-06-01,18776.65234375,175.521698,15070.42285156,140.87640381,15164.88671875,12582.23535156,82.96949768,5111.99495833,,,,,,
4261,Sudeste,2020-06-01,28150.40625,86.29869843,27694.62695313,84.90139771,203567.078125,112248.8359375,55.14099884,31510.45729167,,,,,,
4262,Sul,2020-06-01,1739.62597656,16.56170082,1358.48205566,12.93309975,19897.046875,3602.45898438,18.10549927,10789.24970833,,,,,,
4263,Nordeste,2020-06-01,4007.06298828,86.85079956,3927.12402344,85.11820221,51602.0703125,47224.375,91.5164032,9412.54841667,,,,,,
4264,Nordeste,2020-05-31,4041.9609375,57.84579849,3975.62988281,56.89649963,51602.0703125,47297.93359375,91.65899658,8642.93183333,,,,,,
4265,Norte,2020-05-31,19089.08789063,93.57579803,15059.5234375,73.82260132,15164.88671875,12618.1171875,83.20610046,4981.03583333,,,,,,
4266,Sul,2020-05-31,1879.26196289,21.76469994,1520.84094238,17.61359978,19897.046875,3574.54394531,17.96520042,8104.08383333,,,,,,
4267,Sudeste,2020-05-31,28701.65039063,71.8227005,27365.44921875,68.47899628,203567.078125,112476.3203125,55.25270081,27113.62541667,,,,,,
4268,Sudeste,2020-05-30,29292.73242188,73.30180359,27882.82617188,69.7736969,203567.078125,112420.6796875,55.22539902,29507.92345833,102.42,92.12,110.27,110.98,0.0,0.16994052982519373
4269,Sul,2020-05-30,2048.03100586,23.71929932,1707.31298828,19.77330017,19897.046875,3543.74804688,17.81040001,9242.72141667,102.42,92.12,110.27,110.98,0.0,0.16994052982519373
4270,Nordeste,2020-05-30,4039.28491211,57.80749893,3960.78491211,56.68399811,51602.0703125,47234.34375,91.53569794,9124.16783333,0.0,0.0,0.0,0.0,0.0,0.0
4271,Norte,2020-05-30,19423.25195313,95.21389771,15395.42675781,75.46929932,15164.88671875,12619.7421875,83.21690369,5106.28075,0.0,0.0,0.0,0.0,0.0,0.0
4272,Sudeste,2020-05-29,29893.5078125,74.80519867,28611.21289063,71.5963974,203567.078125,112381.2734375,55.20600128,31488.97370833,,,,,,
4273,Sul,2020-05-29,2296.80395508,26.60050011,1958.44396973,22.68169975,19897.046875,3512.84692383,17.65509987,10796.88958333,,,,,,
4274,Nordeste,2020-05-29,4044.63500977,57.88399887,3935.35107422,56.31999969,51602.0703125,47111.52734375,91.29769897,9410.522875,,,,,,
4275,Norte,2020-05-29,19906.77539063,97.584198,17024.5234375,83.4552002,15164.88671875,12629.63183594,83.28209686,5330.50425,,,,,,
4276,Sudeste,2020-05-28,30365.4921875,75.98629761,29795.90039063,74.56099701,203567.078125,112357.0703125,55.19409943,31342.343375,,,,,,
4277,Sul,2020-05-28,2654.62402344,30.7446003,2363.14111328,27.36870003,19897.046875,3481.40698242,17.49710083,10897.496125,,,,,,
4278,Nordeste,2020-05-28,4119.87402344,58.96080017,4076.34692383,58.33789825,51602.0703125,47226.93359375,91.52140045,9807.66895833,,,,,,
4279,Norte,2020-05-28,20311.68164063,99.56900024,18542.67773438,90.89730072,15164.88671875,12565.12597656,82.85669708,5449.72291667,,,,,,
4280,Sul,2020-05-27,3201.77197266,37.08140182,2865.17211914,33.18299866,19897.046875,3443.40893555,17.30610085,10855.50658333,,,,,,
4281,Norte,2020-05-27,20556.890625,100.77110291,18145.42382813,88.94989777,15164.88671875,12517.31933594,82.54149628,5564.30654167,,,,,,
4282,Nordeste,2020-05-27,4299.93115234,61.53770065,4254.11376953,60.88199997,51602.0703125,47248.89453125,91.56400299,9987.36841667,,,,,,
4283,Sudeste,2020-05-27,30702.4765625,76.82959747,30499.34960938,76.32129669,203567.078125,112355.96875,55.1935997,31038.2725,,,,,,
4284,Sudeste,2020-05-26,30816.88085938,77.11589813,30368.48632813,75.9937973,203567.078125,112367.4140625,55.19919968,31127.236,,,,,,
4285,Sul,2020-05-26,3889.96289063,45.05170059,3606.67407227,41.77069855,19897.046875,3403.20410156,17.10409927,10575.44095833,,,,,,
4286,Nordeste,2020-05-26,4407.25585938,63.07360077,4362.15380859,62.42810059,51602.0703125,47231.8203125,91.53089905,9911.39870833,,,,,,
4287,Norte,2020-05-26,20781.02734375,101.86979675,17416.78320313,85.37809753,15164.88671875,12533.73535156,82.64969635,5412.79691667,,,,,,
4288,Sudeste,2020-05-25,30567.06835938,76.49069977,29482.11914063,73.77580261,203567.078125,112351.125,55.19120026,30299.862375,,,,,,
4289,Sul,2020-05-25,4655.54492188,53.91830063,4362.5859375,50.52529907,19897.046875,3348.68603516,16.83009911,10088.56783333,,,,,,
4290,Nordeste,2020-05-25,4314.60302734,61.74760056,4314.46679688,61.74570084,51602.0703125,47202.05859375,91.47319794,9552.88425,,,,,,
4291,Norte,2020-05-25,20993.67578125,102.91220093,16741.6640625,82.06860352,15164.88671875,12553.53125,82.78019714,5348.29154167,,,,,,
4292,Sudeste,2020-05-24,30250.43359375,75.6984024,27622.20898438,69.12149811,203567.078125,112316.9921875,55.17440033,28817.20191667,,,,,,
4293,Sul,2020-05-24,5030.72412109,58.26340103,4685.33007813,54.26319885,19897.046875,3279.31811523,16.48139954,7939.15295833,,,,,,
4294,Nordeste,2020-05-24,4290.52392578,61.40299988,4274.05810547,61.16740036,51602.0703125,47159.61328125,91.39089966,8806.61708333,,,,,,
4295,Norte,2020-05-24,21193.90039063,103.89369965,16672.0078125,81.72709656,15164.88671875,12550.71191406,82.76170349,4952.61104167,,,,,,
4296,Nordeste,2020-05-23,4332.82421875,62.00839996,4332.10791016,61.99810028,51602.0703125,47147.16015625,91.3667984,9330.68495833,0.0,0.0,0.0,0.0,0.0,0.0
4297,Norte,2020-05-23,21379.37890625,104.80290222,17062.43945313,83.64109802,15164.88671875,12516.59863281,82.53669739,5130.70820833,0.0,0.0,0.0,0.0,0.0,0.0
4298,Sul,2020-05-23,4550.65478516,52.70349884,4231.69677734,49.0094986,19897.046875,3182.62988281,15.99549961,9138.3595,91.87,80.85,100.04,101.15,0.0,0.20069204152249145
4299,Sudeste,2020-05-23,30155.6796875,75.46130371,27937.33203125,69.91010284,203567.078125,112178.84375,55.10660172,32150.655125,91.87,80.85,100.04,101.15,0.0,0.20069204152249145
4300,Sudeste,2020-05-22,30146.7265625,75.43890381,29456.16796875,73.71080017,203567.078125,112074.3671875,55.05530167,33715.949375,,,,,,
4301,Sul,2020-05-22,2987.78100586,34.60300064,2666.6159668,30.88339996,19897.046875,3084.14306641,15.50049973,11069.26908333,,,,,,
4302,Nordeste,2020-05-22,4400.96386719,62.98360062,4390.88378906,62.83929825,51602.0703125,47176.98046875,91.42459869,9580.23666667,,,,,,
4303,Norte,2020-05-22,21545.56445313,105.61759949,17511.65820313,85.84320068,15164.88671875,12499.10058594,82.4213028,5187.63620833,,,,,,
4304,Sudeste,2020-05-21,30247.55273438,75.69120026,29010.13476563,72.59470367,203567.078125,112173.171875,55.10380173,33429.58370833,,,,,,
4305,Sul,2020-05-21,1560.60302734,18.07410049,1232.5970459,14.27530003,19897.046875,3011.90087891,15.13739967,11403.77983333,,,,,,
4306,Nordeste,2020-05-21,4485.95214844,64.19989777,4429.16699219,63.3871994,51602.0703125,47179.30078125,91.42910004,9618.63695833,,,,,,
4307,Norte,2020-05-21,21795.47265625,106.84269714,17094.60546875,83.79869843,15164.88671875,12483.54492188,82.3187027,5186.22133333,,,,,,
4308,Norte,2020-05-20,22091.515625,108.29389954,16324.54394531,80.02390289,15164.88671875,12463.078125,82.18379974,5193.82270833,,,,,,
4309,Sudeste,2020-05-20,30431.83203125,76.15229797,29431.1328125,73.64820099,203567.078125,112188.4921875,55.11130142,33234.2295,,,,,,
4310,Sul,2020-05-20,1059.07995605,12.26570034,752.11102295,8.7105999,19897.046875,3005.57397461,15.10560036,11223.83791667,,,,,,
4311,Nordeste,2020-05-20,4587.35986328,65.65110016,4568.77587891,65.3852005,51602.0703125,47043.5,91.16590118,9643.51925,,,,,,
4312,Norte,2020-05-19,22353.94921875,109.58029938,16027.79101563,78.56919861,15164.88671875,12456.55761719,82.14080048,5091.31833333,,,,,,
4313,Nordeste,2020-05-19,4717.22412109,67.50969696,4688.23681641,67.09480286,51602.0703125,47062.1171875,91.20200348,9734.84308333,,,,,,
4314,Sul,2020-05-19,1009.78601074,11.69480038,672.84197998,7.79250002,19897.046875,3008.63793945,15.12100029,10987.97183333,,,,,,
4315,Sudeste,2020-05-19,30629.08984375,76.64589691,29168.77148438,72.99160004,203567.078125,112204.1171875,55.11899948,32769.034125,,,,,,
4316,Sudeste,2020-05-18,30798.01757813,77.0687027,29258.78710938,73.21690369,203567.078125,112187.2265625,55.1106987,31758.582875,,,,,,
4317,Sul,2020-05-18,1045.03601074,12.10309982,697.75299072,8.08100033,19897.046875,2999.59912109,15.07559967,10622.69941667,,,,,,
4318,Nordeste,2020-05-18,4871.78710938,69.72170258,4848.046875,69.38189697,51602.0703125,47087.85546875,91.25189972,9546.39458333,,,,,,
4319,Norte,2020-05-18,22561.48632813,110.59770203,16170.61132813,79.26930237,15164.88671875,12463.99804688,82.18990326,5132.93829167,,,,,,
4320,Sudeste,2020-05-17,30754.61914063,76.96009827,28897.46289063,72.31269836,203567.078125,112258.8828125,55.14590073,27396.97154167,,,,,,
4321,Sul,2020-05-17,1121.99499512,12.99440002,783.88000488,9.07849979,19897.046875,2987.4140625,15.01439953,8179.879125,,,,,,
4322,Nordeste,2020-05-17,5048.52587891,72.25099945,5034.95996094,72.05690002,51602.0703125,47125.3515625,91.32450104,8879.17570833,,,,,,
4323,Norte,2020-05-17,22779.75,111.66760254,16286.52929688,79.83750153,15164.88671875,12472.33789063,82.24479675,4958.676125,,,,,,
4324,Sul,2020-05-16,1209.31103516,14.00570011,870.45599365,10.08119965,19897.046875,2976.05004883,14.95720005,9379.48458333,80.13,72.97,84.72,86.55,0.0,0.15690352397458115
4325,Norte,2020-05-16,23048.26757813,112.98390198,17720.84570313,86.86859894,15164.88671875,12443.59375,82.05529785,5058.03395833,0.0,0.0,0.0,0.0,0.0,0.0
4326,Sudeste,2020-05-16,30778.31445313,77.01930237,29776.38085938,74.51210022,203567.078125,112140.2578125,55.08760071,30021.89220833,80.13,72.97,84.72,86.55,0.0,0.15690352397458115
4327,Nordeste,2020-05-16,5234.25585938,74.90910339,5213.94580078,74.61840057,51602.0703125,47119.6328125,91.31349945,9328.66708333,0.0,0.0,0.0,0.0,0.0,0.0
4328,Sul,2020-05-15,1227.80200195,14.2198,874.4039917,10.12689972,19897.046875,2962.95507813,14.89140034,10865.63408333,,,,,,
4329,Nordeste,2020-05-15,5435.84082031,77.79399872,5434.67382813,77.77729797,51602.0703125,47106.74609375,91.28849792,9637.75258333,,,,,,
4330,Norte,2020-05-15,23289.16210938,114.16480255,18132.62890625,88.8871994,15164.88671875,12385.83496094,81.67440033,5183.696125,,,,,,
4331,Sudeste,2020-05-15,31022.24414063,77.62979889,30416.0546875,76.1128006,203567.078125,112042.2734375,55.03950119,33015.26608333,,,,,,
4332,Sudeste,2020-05-14,31288.3828125,78.29570007,30822.484375,77.12989807,203567.078125,112106.5234375,55.07099915,33834.02729167,,,,,,
4333,Sul,2020-05-14,1192.29797363,13.80860043,862.8460083,9.99310017,19897.046875,2952.93896484,14.84109974,10942.89154167,,,,,,
4334,Nordeste,2020-05-14,5673.99609375,81.20230103,5656.07714844,80.94589996,51602.0703125,47059.35546875,91.19660187,9719.29254167,,,,,,
4335,Norte,2020-05-14,23549.95117188,115.44319916,17857.42578125,87.5381012,15164.88671875,12360.17773438,81.50520325,5118.813875,,,,,,
4336,Sudeste,2020-05-13,31411.859375,78.60469818,31015.78710938,77.61360168,203567.078125,112166.796875,55.10070038,33670.54275,,,,,,
4337,Sul,2020-05-13,1072.96801758,12.42660046,770.66699219,8.92549992,19897.046875,2955.41992188,14.85359955,11273.95445833,,,,,,
4338,Nordeste,2020-05-13,5929.08105469,84.85289764,5908.00488281,84.55130005,51602.0703125,47002.00390625,91.08550262,9696.60120833,,,,,,
4339,Norte,2020-05-13,23979.3203125,117.54799652,17029.49023438,83.47949982,15164.88671875,12329.92578125,81.30580139,5167.418875,,,,,,
4340,Sudeste,2020-05-12,31495.359375,78.81369781,30948.38671875,77.44490051,203567.078125,112266.0703125,55.1493988,33007.604125,,,,,,
4341,Sul,2020-05-12,945.55200195,10.95090008,661.68701172,7.66330004,19897.046875,2959.19799805,14.87250042,11337.77204127,,,,,,
4342,Nordeste,2020-05-12,6197.43017578,88.69339752,6174.04199219,88.3585968,51602.0703125,47113.93359375,91.30239868,9667.13816667,,,,,,
4343,Norte,2020-05-12,24513.57421875,120.16690063,16459.78320313,80.6867981,15164.88671875,12332.69238281,81.3239975,5108.26625,,,,,,
4344,Nordeste,2020-05-11,6500.05517578,93.02429962,6485.89501953,92.82170105,51602.0703125,47061.24609375,91.20030212,9447.19208333,,,,,,
4345,Norte,2020-05-11,25008.95117188,122.59529877,16952.15039063,83.10040283,15164.88671875,12350.62890625,81.44229889,4994.6195,,,,,,
4346,Sul,2020-05-11,832.28302002,9.63910007,537.48699951,6.22489977,19897.046875,2978.22290039,14.96819973,10782.68587491,,,,,,
4347,Sudeste,2020-05-11,31750.63867188,79.45249939,30647.07226563,76.69090271,203567.078125,112347.625,55.1894989,31786.38391667,,,,,,
4348,Sudeste,2020-05-10,32154.64648438,80.46350098,28780.26367188,72.01940155,203567.078125,112508.9765625,55.26869965,26966.05629167,,,,,,
4349,Sul,2020-05-10,867.66601563,10.04889965,517.70501709,5.99580002,19897.046875,2998.37792969,15.06949997,8103.18787509,,,,,,
4350,Nordeste,2020-05-10,6779.53417969,97.02400208,6759.98291016,96.74420166,51602.0703125,47017.0078125,91.11460114,8723.56741667,,,,,,
4351,Norte,2020-05-10,25494.81054688,124.97699738,18375.87109375,90.07959747,15164.88671875,12329.76464844,81.30470276,4808.12829167,,,,,,
4352,Sudeste,2020-05-09,32597.0234375,81.57050323,31055.65625,77.71340179,203567.078125,112294.0625,55.16320038,29604.06808333,42.39,0.0,75.34,77.26,0.0,1.0
4353,Sul,2020-05-09,944.73101807,10.94139957,604.96099854,7.00640011,19897.046875,2991.19506836,15.03339958,9319.45720839,42.39,0.0,75.34,77.26,0.0,1.0
4354,Nordeste,2020-05-09,6988.65917969,100.01689911,6960.73193359,99.61720276,51602.0703125,46910.515625,90.90820313,9469.035,0.0,0.0,0.0,0.0,0.0,0.0
4355,Norte,2020-05-09,26082.7734375,127.85929871,19381.0234375,95.00689697,15164.88671875,12218.515625,80.57109833,5030.85191667,0.0,0.0,0.0,0.0,0.0,0.0
4356,Sudeste,2020-05-08,33029.06640625,82.6516037,32392.88867188,81.05960083,203567.078125,112098.609375,55.06719971,31718.55991667,,,,,,
4357,Sul,2020-05-08,1024.23706055,11.86219978,677.23101807,7.8434,19897.046875,2999.55395508,15.07540035,10748.89525089,,,,,,
4358,Nordeste,2020-05-08,7165.31103516,102.54499817,7145.75976563,102.26519775,51602.0703125,46851.78515625,90.79440308,9991.08241667,,,,,,
4359,Norte,2020-05-08,26711.08984375,130.93930054,18977.29296875,93.02780151,15164.88671875,12101.34082031,79.79840088,5167.53329167,,,,,,
4360,Nordeste,2020-05-07,7379.49023438,105.61019897,7359.70996094,105.32710266,51602.0703125,46780.046875,90.65540314,10001.149875,,,,,,
4361,Norte,2020-05-07,27370.74023438,134.17289734,18101.30859375,88.7335968,15164.88671875,12094.15136719,79.75099945,5121.78641667,,,,,,
4362,Sul,2020-05-07,1045.98498535,12.11410046,708.09997559,8.20090008,19897.046875,3017.62988281,15.16619968,10748.61250049,,,,,,
4363,Sudeste,2020-05-07,33462.72265625,83.73680115,32783.15234375,82.03620148,203567.078125,112162.3125,55.0984993,32559.57854167,,,,,,
4364,Sudeste,2020-05-06,34022.08203125,85.1364975,32639.18554688,81.6760025,203567.078125,112255.859375,55.14440155,33988.605875,,,,,,
4365,Sul,2020-05-06,990.11499023,11.46700001,677.22497559,7.84329987,19897.046875,3032.83691406,15.24260044,10822.79916667,,,,,,
4366,Nordeste,2020-05-06,7545.01318359,107.97899628,7529.88623047,107.76249695,51602.0703125,46748.61328125,90.59449768,9852.22804167,,,,,,
4367,Norte,2020-05-06,28029.99804688,137.4046936,18001.50976563,88.24440002,15164.88671875,12141.42675781,80.06279755,5041.31679167,,,,,,
4368,Sudeste,2020-05-05,34663.0390625,86.7405014,32824.09765625,82.13870239,203567.078125,112292.3515625,55.16230011,33428.18883333,,,,,,
4369,Sul,2020-05-05,850.44000244,9.84939957,560.74102783,6.49420023,19897.046875,3053.92797852,15.34860039,10955.70404184,,,,,,
4370,Nordeste,2020-05-05,7543.76220703,107.96109772,7524.44677734,107.68470001,51602.0703125,46667.8125,90.43789673,9706.75408333,,,,,,
4371,Norte,2020-05-05,28765.70507813,141.01109314,19806.703125,97.09359741,15164.88671875,12154.45214844,80.14859772,5071.537125,,,,,,
4372,Sudeste,2020-05-04,35289.69140625,88.30860138,33375.65625,83.51889801,203567.078125,112341.7890625,55.18659973,32058.201375,,,,,,
4373,Sul,2020-05-04,748.04498291,8.66349983,481.65499878,5.5783,19897.046875,3067.58300781,15.41730022,10515.22195859,,,,,,
4374,Nordeste,2020-05-04,7452.66992188,106.65750122,7356.97509766,105.28800201,51602.0703125,46558.8671875,90.22669983,9588.1205,,,,,,
4375,Norte,2020-05-04,29526.90625,144.74259949,20090.984375,98.48719788,15164.88671875,12090.37890625,79.72609711,5048.668625,,,,,,
4376,Sul,2020-05-03,705.690979,8.17300034,432.87701416,5.01340008,19897.046875,3092.94091797,15.54469967,8021.81958333,,,,,,
4377,Nordeste,2020-05-03,7410.56982422,106.05500031,7295.01611328,104.40119934,51602.0703125,46450.2109375,90.0161972,8962.00133333,,,,,,
4378,Norte,2020-05-03,30248.578125,148.28030396,19275.09765625,94.48760223,15164.88671875,12050.20605469,79.4611969,4822.56504167,,,,,,
4379,Sudeste,2020-05-03,35968.3671875,90.00689697,32383.8671875,81.03710175,203567.078125,112352.6171875,55.19189835,27971.580375,,,,,,
4380,Sudeste,2020-05-02,36567.671875,91.50659943,34375.2109375,86.02020264,203567.078125,112174.1328125,55.10430145,30228.61454167,25.82,0.0,45.87,47.06,0.0,1.0
4381,Sul,2020-05-02,707.40698242,8.19279957,434.43701172,5.0314002,19897.046875,3099.57397461,15.5781002,8775.15729167,25.82,0.0,45.87,47.06,0.0,1.0
4382,Nordeste,2020-05-02,7459.875,106.76059723,7308.63085938,104.59609985,51602.0703125,46408.87109375,89.93609619,9185.74266667,0.0,0.0,0.0,0.0,0.0,0.0
4383,Norte,2020-05-02,30900.45507813,151.47579956,19120.14257813,93.72799683,15164.88671875,12039.44628906,79.39029694,4823.00479167,0.0,0.0,0.0,0.0,0.0,0.0
4384,Sudeste,2020-05-01,37431.6875,93.66870117,35304.453125,88.34549713,203567.078125,112012.375,55.02479935,30570.86929167,,,,,,
4385,Sul,2020-05-01,732.80401611,8.48700047,447.50698853,5.18279982,19897.046875,3106.54199219,15.61310005,9238.50387394,,,,,,
4386,Nordeste,2020-05-01,7615.75683594,108.99150085,7465.22900391,106.83719635,51602.0703125,46281.59375,89.68939972,9029.38045833,,,,,,
4387,Norte,2020-05-01,31522.87304688,154.52690125,18907.3828125,92.68509674,15164.88671875,12019.77832031,79.26059723,4862.90295833,,,,,,
4388,Norte,2020-04-30,32105.46484375,118.92839813,17913.7890625,66.35810089,15164.88671875,11994.41601563,79.09329987,4995.33620833,,,,,,
4389,Sudeste,2020-04-30,38481.5234375,70.31109619,36676.33203125,67.01280212,203567.078125,111784.140625,54.91270065,33764.5685,,,,,,
4390,Sul,2020-04-30,751.44000244,11.39579964,503.43899536,7.63479996,19897.046875,3111.40893555,15.63749981,11305.31066667,,,,,,
4391,Nordeste,2020-04-30,7798.13818359,67.54019928,7649.04101563,66.24890137,51602.0703125,46191.71875,89.51519775,9567.57916667,,,,,,
4392,Nordeste,2020-04-29,8071.48583984,69.90769958,7878.52587891,68.2365036,51602.0703125,46098.3125,89.334198,9441.08625,,,,,,
4393,Norte,2020-04-29,32705.74414063,121.15200043,16429.16210938,60.85860062,15164.88671875,12029.40332031,79.32409668,5002.97741667,,,,,,
4394,Sul,2020-04-29,781.54901123,11.85239983,497.15499878,7.53950024,19897.046875,3155.125,15.8572998,11597.99441667,,,,,,
4395,Sudeste,2020-04-29,39874.93359375,72.85710144,37083.8984375,67.75749969,203567.078125,111758.7734375,54.90019989,33783.828375,,,,,,
4396,Sudeste,2020-04-28,41332.60546875,75.52050018,37189.14453125,67.94979858,203567.078125,111770.203125,54.90579987,33384.30825,,,,,,
4397,Sul,2020-04-28,774.82098389,11.75039959,488.04400635,7.40129995,19897.046875,3185.6550293,16.01070023,11451.994,,,,,,
4398,Nordeste,2020-04-28,8412.01171875,72.85700226,8257.90429688,71.52230072,51602.0703125,46040.28515625,89.22180176,9381.01645833,,,,,,
4399,Norte,2020-04-28,33241.92578125,123.13819885,16114.08398438,59.69139862,15164.88671875,12052.859375,79.47869873,4932.21533333,,,,,,
4400,Sudeste,2020-04-27,42679.1328125,77.98079681,38192.4296875,69.78289795,203567.078125,111771.828125,54.90660095,32752.318375,,,,,,
4401,Sul,2020-04-27,784.34899902,11.89490032,490.9960022,7.44610023,19897.046875,3216.26293945,16.16449928,11163.880625,,,,,,
4402,Nordeste,2020-04-27,8945.04882813,77.47370148,8797.38378906,76.19480133,51602.0703125,45811.890625,88.77919769,9234.88345833,,,,,,
4403,Norte,2020-04-27,33659.78125,124.68599701,16556.62109375,61.33069992,15164.88671875,12053.69238281,79.48419952,4921.84375,,,,,,
4404,Sudeste,2020-04-26,43971.1328125,80.34140015,37705.98828125,68.89409637,203567.078125,111853.828125,54.94689941,28783.37483333,,,,,,
4405,Sul,2020-04-26,790.20202637,11.9836998,473.5369873,7.18130016,19897.046875,3252.47412109,16.3465004,8968.874875,,,,,,
4406,Nordeste,2020-04-26,9457.59960938,81.91300201,9305.63867188,80.59680176,51602.0703125,45779.05859375,88.71549988,8634.36533333,,,,,,
4407,Norte,2020-04-26,33884.75390625,125.51940155,17064.62890625,63.21260071,15164.88671875,12014.78417969,79.22769928,4829.067,,,,,,
4408,Sul,2020-04-25,820.00402832,12.43560028,502.66400146,7.6230998,19897.046875,3260.80810547,16.38839912,10003.671875,0.0,0.0,0.0,0.0,0.0,0.0
4409,Norte,2020-04-25,33952.85546875,125.771698,17244.53320313,63.87900162,15164.88671875,11952.11328125,78.81439972,4776.98845833,0.0,0.0,0.0,0.0,0.0,0.0
4410,Nordeste,2020-04-25,9792.39355469,84.81259918,9509.84765625,82.3655014,51602.0703125,45679.0078125,88.521698,9059.5085,0.0,0.0,0.0,0.0,0.0,0.0
4411,Sudeste,2020-04-25,45172.2421875,82.53600311,39227.4375,71.6740036,203567.078125,111661.25,54.85229874,30992.704875,0.0,0.0,0.0,0.0,0.0,0.0
4412,Sudeste,2020-04-24,45657.734375,83.42310333,41758.38671875,76.29840088,203567.078125,111415.546875,54.73160172,33351.79304167,,,,,,
4413,Sul,2020-04-24,836.98999023,12.69320011,528.14202881,8.00940037,19897.046875,3270.78710938,16.43860054,11124.03866667,,,,,,
4414,Nordeste,2020-04-24,10139.8203125,87.82170105,9874.22460938,85.52140045,51602.0703125,45567.07421875,88.30470276,9444.57995833,,,,,,
4415,Norte,2020-04-24,33896.109375,125.56140137,16935.67578125,62.73490143,15164.88671875,11901.27148438,78.47910309,5007.66220833,,,,,,
4416,Sudeste,2020-04-23,45933.921875,83.92769623,42519.7421875,77.6894989,203567.078125,111139.7109375,54.59609985,32974.44929167,,,,,,
4417,Sul,2020-04-23,877.46502686,13.30700016,570.65002441,8.65410042,19897.046875,3303.11499023,16.60099983,11291.68304167,,,,,,
4418,Nordeste,2020-04-23,10557.32128906,91.43769836,10185.25683594,88.21520233,51602.0703125,45420.47265625,88.02059937,9532.05375,,,,,,
4419,Norte,2020-04-23,33678.5234375,124.75540161,16999.62695313,62.97180176,15164.88671875,11851.0859375,78.14820099,5040.40595833,,,,,,
4420,Sudeste,2020-04-22,45864.49609375,83.80090332,42702.53125,78.02349854,203567.078125,110860.015625,54.45869827,32825.660125,,,,,,
4421,Sul,2020-04-22,919.3079834,13.94159985,600.809021,9.11149979,19897.046875,3335.93798828,16.76600075,11172.55516667,,,,,,
4422,Nordeste,2020-04-22,10983.32519531,95.12740326,10592.28710938,91.74060059,51602.0703125,45258.37890625,87.70649719,9491.404875,,,,,,
4423,Norte,2020-04-22,33244.65625,123.14830017,16933.6484375,62.72740173,15164.88671875,11799.87597656,77.8105011,4973.44241667,,,,,,
