,Subsistema,Data,ENA_Bruta[MWmed],ENA_Bruta[%MLT],ENA_Armazenavel[MWmed],ENA_Armazenavel[%MLT],EAR_max,EAR[MWmes],EAR[%max],Carga_Diaria[MWmed],CMO_semanal[R$/MWh],CMO_leve[R$/MWh],CMO_media[R$/MWh],CMO_pesada[R$/MWh],Diferenca_CMO [R$/MWh],Razao_CMO
17861,Sul,2011-02-09,19080.0,239.66999817,15890.0,199.6000061,19735.0,17373.0,88.02999878,10684.82958333,,,,,,
17862,Nordeste,2011-02-09,10618.0,73.12999725,10618.0,73.12999725,51809.0,31717.0,61.22000122,8390.47541667,,,,,,
17863,Norte,2011-02-09,9775.0,87.56999969,9679.0,86.70999908,12415.0,7280.0,58.63999939,3994.25875,,,,,,
17864,Sudeste,2011-02-08,46709.0,81.59999847,43479.0,75.94999695,200108.0,128745.0,64.33999634,38868.53208333,,,,,,
17865,Sul,2011-02-08,19445.0,244.25,16802.0,211.05000305,19735.0,17259.0,87.44999695,10672.93666667,,,,,,
17866,Nordeste,2011-02-08,11262.0,77.56999969,11262.0,77.56999969,51809.0,31627.0,61.04999924,8394.94333333,,,,,,
17867,Norte,2011-02-08,9682.0,86.73999786,9587.0,85.88999939,12415.0,7183.0,57.86000061,3952.86916667,,,,,,
17868,Nordeste,2011-02-07,12044.0,82.94999695,12044.0,82.94999695,51809.0,31565.0,60.93000031,8194.26875,,,,,,
17869,Norte,2011-02-07,9537.0,85.44000244,9447.0,84.62999725,12415.0,7107.0,57.25,3859.71541667,,,,,,
17870,Sul,2011-02-07,19192.0,241.07000732,15996.0,200.92999268,19735.0,17115.0,86.73000336,10323.855,,,,,,
17871,Sudeste,2011-02-07,47201.0,82.45999908,43795.0,76.51000214,200108.0,128614.0,64.26999664,38374.00958333,,,,,,
17872,Sudeste,2011-02-06,47777.0,83.45999908,44131.0,77.08999634,200108.0,128541.0,64.23999786,32279.61166667,,,,,,
17873,Sul,2011-02-06,16633.0,208.92999268,13320.0,167.32000732,19735.0,16925.0,85.76000214,7926.42166667,,,,,,
17874,Nordeste,2011-02-06,12954.0,89.22000122,12954.0,89.22000122,51809.0,31679.0,61.15000153,7113.34375,,,,,,
17875,Norte,2011-02-06,9505.0,85.15000153,9420.0,84.38999939,12415.0,7042.0,56.72000122,3650.475,,,,,,
17876,Sudeste,2011-02-05,48489.0,84.70999908,46123.0,80.56999969,200108.0,128055.0,63.99000168,35294.43375,36.2,35.19,36.78,36.78,0.0,0.04323001631321379
17877,Sul,2011-02-05,14327.0,179.96000671,13163.0,165.33999634,19735.0,16761.0,84.93000031,9483.77375,36.2,35.19,36.78,36.78,0.0,0.04323001631321379
17878,Nordeste,2011-02-05,13945.0,96.04000092,13945.0,96.04000092,51809.0,31640.0,61.06999969,7663.99625,36.14,35.19,36.68,36.68,0.0,0.04062159214830976
17879,Norte,2011-02-05,9590.0,85.91999817,9504.0,85.15000153,12415.0,6935.0,55.86000061,3786.79291667,36.14,35.19,36.68,36.68,0.0,0.04062159214830976
17880,Sudeste,2011-02-04,49172.0,85.90000153,46250.0,80.80000305,200108.0,127595.0,63.75999832,38281.26625,,,,,,
17881,Sul,2011-02-04,14246.0,178.94999695,12965.0,162.86000061,19735.0,16651.0,84.37000275,10979.39875,,,,,,
17882,Nordeste,2011-02-04,14790.0,101.86000061,14785.0,101.83000183,51809.0,31373.0,60.56000137,7124.06291667,,,,,,
17883,Norte,2011-02-04,9687.0,86.77999878,9598.0,85.98999786,12415.0,6861.0,55.27000046,3917.25125,,,,,,
17884,Sul,2011-02-03,15040.0,188.91999817,13572.0,170.47999573,19735.0,16590.0,84.05999756,10713.18625,,,,,,
17885,Nordeste,2011-02-03,15460.0,106.48000336,15459.0,106.47000122,51809.0,31529.0,60.86000061,8567.66041667,,,,,,
17886,Norte,2011-02-03,9822.0,87.98999786,9742.0,87.27999878,12415.0,6792.0,54.70999908,3881.95708333,,,,,,
17887,Sudeste,2011-02-03,50118.0,87.55000305,47122.0,82.31999969,200108.0,127193.0,63.56000137,38364.67291667,,,,,,
17888,Sudeste,2011-02-02,51402.0,89.80000305,48902.0,85.43000031,200108.0,126803.0,63.36999893,38629.16791667,,,,,,
17889,Sul,2011-02-02,15843.0,199.00999451,14168.0,177.97000122,19735.0,16525.0,83.73999786,10332.20875,,,,,,
17890,Nordeste,2011-02-02,15659.0,107.84999847,15659.0,107.84999847,51809.0,31378.0,60.56999969,8574.37583333,,,,,,
17891,Norte,2011-02-02,9997.0,89.55999756,9921.0,88.87999725,12415.0,6732.0,54.22999954,3859.28458333,,,,,,
17892,Sudeste,2011-02-01,52740.0,92.12999725,50413.0,88.06999969,200108.0,126401.0,63.16999817,38379.40875,,,,,,
17893,Sul,2011-02-01,15689.0,197.07000732,14043.0,176.3999939,19735.0,16400.0,83.09999847,10823.31875,,,,,,
17894,Nordeste,2011-02-01,16155.0,111.26999664,16155.0,111.26999664,51809.0,31293.0,60.40000153,8448.86833333,,,,,,
17895,Norte,2011-02-01,10048.0,90.01999664,9983.0,89.44000244,12415.0,6676.0,53.77000046,3877.48208333,,,,,,
17896,Norte,2011-01-31,10009.0,122.19000244,9962.0,121.61000061,12415.0,6616.0,53.29000092,3837.53666667,,,,,,
17897,Sudeste,2011-01-31,54598.0,99.38999939,51492.0,93.73000336,200108.0,126055.0,62.99000168,38190.155,,,,,,
17898,Sul,2011-01-31,16134.0,227.27000427,14457.0,203.63999939,19735.0,16312.0,82.66000366,10555.93208333,,,,,,
17899,Nordeste,2011-01-31,16309.0,118.08000183,16309.0,118.08000183,51809.0,31083.0,60.0,8291.645,,,,,,
17900,Nordeste,2011-01-30,16352.0,118.40000153,16352.0,118.40000153,51809.0,30887.0,59.61999893,7436.77166667,,,,,,
17901,Norte,2011-01-30,9959.0,121.56999969,9932.0,121.25,12415.0,6538.0,52.65999985,3599.21541667,,,,,,
17902,Sul,2011-01-30,16463.0,231.8999939,15192.0,214.0,19735.0,16228.0,82.23000336,7976.90208333,,,,,,
17903,Sudeste,2011-01-30,56951.0,103.66999817,52077.0,94.80000305,200108.0,125841.0,62.88999939,32098.61958333,,,,,,
17904,Sudeste,2011-01-29,59983.0,109.19000244,56420.0,102.70999908,200108.0,125463.0,62.70000076,35636.75166667,11.85,0.13,18.53,18.53,0.0,0.992984349703184
17905,Sul,2011-01-29,15862.0,223.42999268,14385.0,202.63000488,19735.0,16028.0,81.22000122,9512.16166667,11.85,0.13,18.53,18.53,0.0,0.992984349703184
17906,Nordeste,2011-01-29,16296.0,117.98999786,16296.0,117.98999786,51809.0,30651.0,59.15999985,7975.66166667,20.41,20.41,20.41,20.41,0.0,0.0
17907,Norte,2011-01-29,9873.0,120.52999878,9851.0,120.26000214,12415.0,6450.0,51.95000076,3721.26833333,12.14,0.94,18.53,18.53,0.0,0.949271451699946
17908,Sudeste,2011-01-28,63578.0,115.73999786,59899.0,109.04000092,200108.0,125070.0,62.5,38799.87083333,,,,,,
17909,Sul,2011-01-28,15913.0,224.1499939,14625.0,206.00999451,19735.0,15928.0,80.70999908,11036.9275,,,,,,
17910,Nordeste,2011-01-28,16130.0,116.79000092,16130.0,116.79000092,51809.0,30312.0,58.50999832,8297.31,,,,,,
17911,Norte,2011-01-28,9745.0,118.95999908,9725.0,118.72000122,12415.0,6380.0,51.38999939,3830.86541667,,,,,,
17912,Sudeste,2011-01-27,67403.0,122.69999695,62094.0,113.02999878,200108.0,124699.0,62.31999969,38536.7475,,,,,,
17913,Sul,2011-01-27,16524.0,232.75999451,15074.0,212.33000183,19735.0,15834.0,80.23000336,11066.21458333,,,,,,
17914,Nordeste,2011-01-27,15969.0,115.62000275,15969.0,115.62000275,51809.0,30053.0,58.00999832,8442.04625,,,,,,
17915,Norte,2011-01-27,9612.0,117.33999634,9600.0,117.19000244,12415.0,6327.0,50.95999908,3838.70291667,,,,,,
17916,Sul,2011-01-26,17033.0,239.92999268,15488.0,218.16999817,19735.0,15742.0,79.76999664,11111.07625,,,,,,
17917,Norte,2011-01-26,9439.0,115.23000336,9435.0,115.18000031,12415.0,6280.0,50.59000015,3726.88125,,,,,,
17918,Nordeste,2011-01-26,15722.0,113.83000183,15722.0,113.83000183,51809.0,30054.0,58.00999832,8362.80875,,,,,,
17919,Sudeste,2011-01-26,71349.0,129.88000488,65271.0,118.81999969,200108.0,124363.0,62.15000153,38010.99166667,,,,,,
17920,Sudeste,2011-01-25,74545.0,135.69999695,67509.0,122.88999939,200108.0,123965.0,61.95000076,36991.525,,,,,,
17921,Sul,2011-01-25,17742.0,249.91999817,16155.0,227.55999756,19735.0,15633.0,79.22000122,11015.72875,,,,,,
17922,Nordeste,2011-01-25,15610.0,113.01999664,15610.0,113.01999664,51809.0,29870.0,57.65000153,8306.465,,,,,,
17923,Norte,2011-01-25,9260.0,113.04000092,9260.0,113.04000092,12415.0,6243.0,50.29000092,3749.68416667,,,,,,
17924,Sudeste,2011-01-24,77887.0,141.77999878,69225.0,126.01999664,200108.0,123425.0,61.68000031,36926.2475,,,,,,
17925,Sul,2011-01-24,18082.0,254.71000671,16043.0,225.97999573,19735.0,15502.0,78.55000305,10456.54416667,,,,,,
17926,Nordeste,2011-01-24,15602.0,112.97000122,15602.0,112.97000122,51809.0,29562.0,57.06000137,7946.04791667,,,,,,
17927,Norte,2011-01-24,9100.0,111.08999634,9100.0,111.08999634,12415.0,6219.0,50.09000015,3858.05625,,,,,,
17928,Sudeste,2011-01-23,80309.0,146.19000244,70102.0,127.61000061,200108.0,122921.0,61.43000031,31222.0775,,,,,,
17929,Sul,2011-01-23,17426.0,245.47000122,15955.0,224.74000549,19735.0,15261.0,77.33000183,7842.79083333,,,,,,
17930,Nordeste,2011-01-23,15703.0,113.69999695,15703.0,113.69999695,51809.0,29160.0,56.27999878,7043.32,,,,,,
17931,Norte,2011-01-23,8935.0,109.06999969,8935.0,109.06999969,12415.0,6207.0,50.0,3614.95541667,,,,,,
17932,Nordeste,2011-01-22,15804.0,114.43000031,15804.0,114.43000031,51809.0,29092.0,56.15000153,7622.41666667,21.31,21.08,21.43,21.49,0.0,0.01907864122847837
17933,Norte,2011-01-22,8766.0,107.01000214,8766.0,107.01000214,12415.0,6178.0,49.75999832,3744.88375,21.12,20.57,21.43,21.49,0.0,0.0428106095858538
17934,Sul,2011-01-22,15340.0,216.08000183,14794.0,208.38999939,19735.0,14906.0,75.52999878,9070.76708333,21.12,20.57,21.43,21.49,0.0,0.0428106095858538
17935,Sudeste,2011-01-22,83129.0,151.33000183,74458.0,135.53999329,200108.0,122053.0,60.99000168,34547.37958333,21.12,20.57,21.43,21.49,0.0,0.0428106095858538
17936,Sudeste,2011-01-21,84986.0,154.71000671,76451.0,139.16999817,200108.0,121209.0,60.56999969,37782.34375,,,,,,
17937,Sul,2011-01-21,11808.0,166.33000183,11225.0,158.11999512,19735.0,14507.0,73.51000214,10641.45958333,,,,,,
17938,Nordeste,2011-01-21,15937.0,115.38999939,15937.0,115.38999939,51809.0,28660.0,55.31999969,8087.63041667,,,,,,
17939,Norte,2011-01-21,8556.0,104.44999695,8556.0,104.44999695,12415.0,6164.0,49.65000153,3845.73291667,,,,,,
17940,Sudeste,2011-01-20,86561.0,157.57000732,78054.0,142.08999634,200108.0,120358.0,60.15000153,36989.47416667,,,,,,
17941,Sul,2011-01-20,11138.0,156.88999939,10572.0,148.91999817,19735.0,14411.0,73.01999664,10778.6125,,,,,,
17942,Nordeste,2011-01-20,15865.0,114.87000275,15865.0,114.87000275,51809.0,28595.0,55.18999863,8228.8625,,,,,,
17943,Norte,2011-01-20,8298.0,101.30000305,8298.0,101.30000305,12415.0,6156.0,49.59000015,3875.75583333,,,,,,
17944,Norte,2011-01-19,8050.0,98.26999664,8050.0,98.26999664,12415.0,6154.0,49.56999969,3914.97416667,,,,,,
17945,Sudeste,2011-01-19,88394.0,160.91000366,79985.0,145.6000061,200108.0,119296.0,59.61999893,37193.0075,,,,,,
17946,Sul,2011-01-19,10271.0,144.67999268,10009.0,140.99000549,19735.0,14334.0,72.62999725,10630.51375,,,,,,
17947,Nordeste,2011-01-19,15771.0,114.19000244,15771.0,114.19000244,51809.0,28282.0,54.59000015,8341.28083333,,,,,,
17948,Norte,2011-01-18,7970.0,97.29000092,7970.0,97.29000092,12415.0,6141.0,49.47000122,3903.06125,,,,,,
17949,Nordeste,2011-01-18,15600.0,112.94999695,15600.0,112.94999695,51809.0,28055.0,54.15000153,8388.24916667,,,,,,
17950,Sul,2011-01-18,9647.0,135.88999939,9375.0,132.05999756,19735.0,14274.0,72.33000183,10588.39083333,,,,,,
17951,Sudeste,2011-01-18,88808.0,161.66000366,81740.0,148.80000305,200108.0,117925.0,58.93000031,36924.57791667,,,,,,
17952,Sudeste,2011-01-17,88875.0,161.78999329,81829.0,148.96000671,200108.0,116462.0,58.20000076,35989.31416667,,,,,,
17953,Sul,2011-01-17,9629.0,135.63999939,9391.0,132.27999878,19735.0,14231.0,72.11000061,10598.13333333,,,,,,
17954,Nordeste,2011-01-17,15388.0,111.41999817,15388.0,111.41999817,51809.0,27864.0,53.77999878,8307.33958333,,,,,,
17955,Norte,2011-01-17,7988.0,97.51000214,7988.0,97.51000214,12415.0,6102.0,49.15000153,3854.0375,,,,,,
17956,Sudeste,2011-01-16,88309.0,160.75999451,80692.0,146.88999939,200108.0,114889.0,57.40999985,30189.23375,,,,,,
17957,Sul,2011-01-16,9378.0,132.1000061,9027.0,127.16000366,19735.0,14207.0,71.98999786,8108.37458333,,,,,,
17958,Nordeste,2011-01-16,15043.0,108.91999817,15043.0,108.91999817,51809.0,27658.0,53.38000107,7361.69083333,,,,,,
17959,Norte,2011-01-16,8028.0,98.0,8028.0,98.0,12415.0,6079.0,48.97000122,3647.78916667,,,,,,
17960,Sul,2011-01-15,9416.0,132.63999939,9004.0,126.83000183,19735.0,14072.0,71.30999756,9362.05666667,25.42,24.6,25.89,25.89,0.0,0.04982618771726532
17961,Norte,2011-01-15,8154.0,99.54000092,8154.0,99.54000092,12415.0,6023.0,48.50999832,3826.72708333,23.33,23.08,23.35,24.06,0.0,0.040731504571903596
17962,Sudeste,2011-01-15,86070.0,156.67999268,80133.0,145.86999512,200108.0,112894.0,56.41999817,33444.98125,25.42,24.6,25.89,25.89,0.0,0.04982618771726532
17963,Nordeste,2011-01-15,14683.0,106.30999756,14683.0,106.30999756,51809.0,27151.0,52.40999985,7981.40458333,23.33,23.08,23.35,24.06,0.0,0.040731504571903596
17964,Nordeste,2011-01-14,14323.0,103.70999908,14323.0,103.70999908,51809.0,26935.0,51.99000168,8415.04166667,,,,,,
17965,Norte,2011-01-14,8364.0,102.09999847,8364.0,102.09999847,12415.0,5955.0,47.97000122,3955.96958333,,,,,,
17966,Sul,2011-01-14,10089.0,142.11999512,9701.0,136.6499939,19735.0,14016.0,71.01999664,10654.59291667,,,,,,
17967,Sudeste,2011-01-14,82785.0,150.69999695,78200.0,142.3500061,200108.0,111001.0,55.47000122,36583.2425,,,,,,
17968,Sudeste,2011-01-13,80612.0,146.74000549,76365.0,139.00999451,200108.0,109182.0,54.56000137,36582.92416667,,,,,,
17969,Sul,2011-01-13,10274.0,144.72000122,10004.0,140.91999817,19735.0,14007.0,70.98000336,10427.45166667,,,,,,
17970,Nordeste,2011-01-13,13864.0,100.37999725,13864.0,100.37999725,51809.0,26679.0,51.5,8343.44041667,,,,,,
17971,Norte,2011-01-13,8492.0,103.66999817,8492.0,103.66999817,12415.0,5943.0,47.86999893,3931.21625,,,,,,
17972,Sudeste,2011-01-12,79009.0,143.83000183,75818.0,138.02000427,200108.0,107642.0,53.79000092,36721.55791667,,,,,,
17973,Sul,2011-01-12,9386.0,132.21000671,9265.0,130.50999451,19735.0,13983.0,70.84999847,10417.08708333,,,,,,
17974,Nordeste,2011-01-12,12889.0,93.31999969,12889.0,93.31999969,51809.0,26327.0,50.81999969,8289.76333333,,,,,,
17975,Norte,2011-01-12,8367.0,102.13999939,8367.0,102.13999939,12415.0,5939.0,47.84000015,3929.52041667,,,,,,
17976,Sudeste,2011-01-11,78351.0,142.63000488,76010.0,138.36999512,200108.0,106352.0,53.15000153,36767.15083333,,,,,,
17977,Sul,2011-01-11,8245.0,116.13999939,8110.0,114.23999786,19735.0,13967.0,70.76999664,10445.96916667,,,,,,
17978,Nordeste,2011-01-11,12066.0,87.36000061,12066.0,87.36000061,51809.0,26153.0,50.47999954,8284.3875,,,,,,
17979,Norte,2011-01-11,8066.0,98.47000122,8066.0,98.47000122,12415.0,5919.0,47.68000031,3911.26,,,,,,
17980,Nordeste,2011-01-10,11078.0,80.20999908,11078.0,80.20999908,51809.0,25813.0,49.81999969,8101.22,,,,,,
17981,Norte,2011-01-10,7738.0,94.45999908,7738.0,94.45999908,12415.0,5913.0,47.63000107,3861.00291667,,,,,,
17982,Sul,2011-01-10,8040.0,113.25,7919.0,111.55000305,19735.0,14042.0,71.15000153,10427.13833333,,,,,,
17983,Sudeste,2011-01-10,77380.0,140.86000061,75185.0,136.86000061,200108.0,105038.0,52.49000168,36305.08666667,,,,,,
17984,Sudeste,2011-01-09,77310.0,140.72999573,74763.0,136.1000061,200108.0,103850.0,51.90000153,30222.76375,,,,,,
17985,Sul,2011-01-09,7993.0,112.58999634,7843.0,110.48000336,19735.0,14116.0,71.52999878,8075.47083333,,,,,,
17986,Nordeste,2011-01-09,9607.0,69.55999756,9607.0,69.55999756,51809.0,25563.0,49.34000015,7255.38041667,,,,,,
17987,Norte,2011-01-09,7328.0,89.45999908,7328.0,89.45999908,12415.0,5858.0,47.18999863,3619.31791667,,,,,,
17988,Sudeste,2011-01-08,77311.0,140.72999573,74003.0,134.71000671,200108.0,102280.0,51.11000061,33151.20791667,17.27,16.78,17.55,17.55,0.0,0.04387464387464385
17989,Sul,2011-01-08,7938.0,111.81999969,7810.0,110.01000214,19735.0,14060.0,71.23999786,9376.965,17.27,16.78,17.55,17.55,0.0,0.04387464387464385
17990,Nordeste,2011-01-08,8692.0,62.93000031,8692.0,62.93000031,51809.0,25346.0,48.91999817,7849.66,16.9,16.72,16.92,17.43,0.0,0.0407343660355709
17991,Norte,2011-01-08,6777.0,82.73000336,6777.0,82.73000336,12415.0,5811.0,46.81000137,3650.05708333,16.9,16.72,16.92,17.43,0.0,0.0407343660355709
17992,Sudeste,2011-01-07,77189.0,140.50999451,73396.0,133.61000061,200108.0,100571.0,50.25999832,35552.72083333,,,,,,
17993,Sul,2011-01-07,8123.0,114.41999817,7995.0,112.62000275,19735.0,14082.0,71.36000061,10449.89416667,,,,,,
17994,Nordeste,2011-01-07,8101.0,58.65000153,8101.0,58.65000153,51809.0,25031.0,48.31000137,8186.925,,,,,,
17995,Norte,2011-01-07,6161.0,75.20999908,6161.0,75.20999908,12415.0,5756.0,46.36000061,3857.17458333,,,,,,
17996,Sul,2011-01-06,8251.0,116.22000122,7990.0,112.55000305,19735.0,14195.0,71.93000031,10376.04,,,,,,
17997,Norte,2011-01-06,5600.0,68.36000061,5600.0,68.36000061,12415.0,5657.0,45.56999969,3865.72625,,,,,,
17998,Nordeste,2011-01-06,7754.0,56.13999939,7754.0,56.13999939,51809.0,24941.0,48.13999939,8159.12541667,,,,,,
17999,Sudeste,2011-01-06,75657.0,137.72000122,71588.0,130.32000732,200108.0,98693.0,49.31999969,35399.27208333,,,,,,
18000,Sudeste,2011-01-05,73151.0,133.16000366,69948.0,127.33000183,200108.0,96923.0,48.43999863,35014.43833333,,,,,,
18001,Sul,2011-01-05,8823.0,124.27999878,8746.0,123.19999695,19735.0,14301.0,72.47000122,10214.59916667,,,,,,
18002,Nordeste,2011-01-05,7771.0,56.27000046,7771.0,56.27000046,51809.0,24709.0,47.68999863,8126.20833333,,,,,,
18003,Norte,2011-01-05,5114.0,62.43000031,5114.0,62.43000031,12415.0,5577.0,44.91999817,3835.73,,,,,,
18004,Sudeste,2011-01-04,70009.0,127.44000244,66512.0,121.08000183,200108.0,95117.0,47.52999878,34032.16666667,,,,,,
18005,Sul,2011-01-04,9421.0,132.71000671,9345.0,131.63999939,19735.0,14398.0,72.95999908,9703.39166667,,,,,,
18006,Nordeste,2011-01-04,7860.0,56.90999985,7860.0,56.90999985,51809.0,24683.0,47.63999939,8190.46,,,,,,
18007,Norte,2011-01-04,4795.0,58.54000092,4795.0,58.54000092,12415.0,5463.0,44.0,3814.23125,,,,,,
18008,Sudeste,2011-01-03,68024.0,123.83000183,64418.0,117.26000214,200108.0,93394.0,46.66999817,32500.19125,,,,,,
18009,Sul,2011-01-03,10001.0,140.88000488,9924.0,139.78999329,19735.0,14463.0,73.29000092,8853.71416667,,,,,,
18010,Nordeste,2011-01-03,8252.0,59.75,8252.0,59.75,51809.0,24358.0,47.02000046,8032.43125,,,,,,
18011,Norte,2011-01-03,4601.0,56.16999817,4601.0,56.16999817,12415.0,5350.0,43.09000015,3831.32791667,,,,,,
18012,Nordeste,2011-01-02,8729.0,63.20000076,8729.0,63.20000076,51809.0,24072.0,46.45999908,6838.83708333,,,,,,
18013,Norte,2011-01-02,4459.0,54.43000031,4459.0,54.43000031,12415.0,5252.0,42.29999924,3580.59666667,,,,,,
18014,Sul,2011-01-02,10032.0,141.30999756,9932.0,139.8999939,19735.0,14455.0,73.25,6836.00625,,,,,,
18015,Sudeste,2011-01-02,65974.0,120.09999847,62496.0,113.76999664,200108.0,92014.0,45.97999954,27087.38416667,,,,,,
18016,Sudeste,2011-01-01,62939.0,114.56999969,57649.0,104.94000244,200108.0,90775.0,45.36000061,25544.96916667,53.74,52.68,54.32,55.75,0.0,0.05506726457399104
18017,Sul,2011-01-01,10451.0,147.21000671,10339.0,145.63999939,19735.0,14319.0,72.55999756,6546.68708333,53.74,52.68,54.32,55.75,0.0,0.05506726457399104
18018,Nordeste,2011-01-01,9308.0,67.38999939,9308.0,67.38999939,51809.0,23830.0,46.0,6701.94916667,53.74,52.68,54.32,55.75,0.0,0.05506726457399104
18019,Norte,2011-01-01,4396.0,53.65999985,4396.0,53.65999985,12415.0,5114.0,41.18999863,3567.54958333,53.74,52.68,54.32,55.75,0.0,0.05506726457399104
18020,Sudeste,2010-12-31,60117.0,148.69000244,55634.0,137.6000061,200108.0,89592.0,44.77000046,28971.06291667,,,,,,
18021,Sul,2010-12-31,11286.0,158.36000061,11164.0,156.6499939,19735.0,14176.0,71.83000183,7630.56291667,,,,,,
18022,Nordeste,2010-12-31,9058.0,90.72000122,9058.0,90.72000122,51809.0,23423.0,45.20999908,7591.64291667,,,,,,
18023,Norte,2010-12-31,4393.0,94.94000244,4393.0,94.94000244,12415.0,5002.0,40.29000092,3787.85166667,,,,,,
18024,Sudeste,2010-12-30,56922.0,140.77999878,53023.0,131.13999939,200108.0,88698.0,44.31999969,32380.39916667,,,,,,
18025,Sul,2010-12-30,12117.0,170.02999878,11975.0,168.02999878,19735.0,14046.0,71.16999817,8762.38958333,,,,,,
18026,Nordeste,2010-12-30,9054.0,90.68000031,9054.0,90.68000031,51809.0,23243.0,44.86000061,8152.74,,,,,,
18027,Norte,2010-12-30,4377.0,94.59999847,4377.0,94.59999847,12415.0,4935.0,39.75,3876.06041667,,,,,,
18028,Norte,2010-12-29,4453.0,96.23999786,4453.0,96.23999786,12415.0,4885.0,39.34999847,3932.5575,,,,,,
18029,Nordeste,2010-12-29,8958.0,89.72000122,8958.0,89.72000122,51809.0,22958.0,44.31000137,8263.67791667,,,,,,
18030,Sul,2010-12-29,12421.0,185.22999573,12349.0,184.16000366,18895.0,13472.0,71.30000305,8946.09416667,,,,,,
18031,Sudeste,2010-12-29,54294.0,134.27999878,50372.0,124.58000183,200108.0,87911.0,43.93000031,32692.85916667,,,,,,
18032,Sudeste,2010-12-28,51780.0,128.07000732,48961.0,121.08999634,200108.0,87203.0,43.58000183,33108.35791667,,,,,,
18033,Sul,2010-12-28,13060.0,194.75999451,12952.0,193.1499939,18895.0,13362.0,70.72000122,9007.62916667,,,,,,
18034,Nordeste,2010-12-28,8945.0,89.58000183,8945.0,89.58000183,51809.0,22837.0,44.08000183,8170.23458333,,,,,,
18035,Norte,2010-12-28,4620.0,99.84999847,4620.0,99.84999847,12415.0,4852.0,39.08000183,3938.03833333,,,,,,
18036,Sudeste,2010-12-27,49562.0,122.58000183,47587.0,117.69999695,200108.0,86514.0,43.22999954,33173.89208333,,,,,,
18037,Sul,2010-12-27,13679.0,203.99000549,13474.0,200.94000244,18895.0,13242.0,70.08000183,8678.70875,,,,,,
18038,Nordeste,2010-12-27,8861.0,88.73999786,8861.0,88.73999786,51809.0,22757.0,43.93000031,8110.355,,,,,,
18039,Norte,2010-12-27,4791.0,103.55000305,4791.0,103.55000305,12415.0,4869.0,39.22000122,3880.26583333,,,,,,
18040,Sudeste,2010-12-26,47103.0,116.5,44096.0,109.05999756,200108.0,85946.0,42.95000076,28504.30666667,,,,,,
18041,Sul,2010-12-26,14772.0,220.28999329,14394.0,214.66000366,18895.0,13085.0,69.25,6937.61625,,,,,,
18042,Nordeste,2010-12-26,9090.0,91.04000092,9090.0,91.04000092,51809.0,22716.0,43.84999847,7056.81625,,,,,,
18043,Norte,2010-12-26,5001.0,108.08000183,5001.0,108.08000183,12415.0,4826.0,38.86999893,3677.75,,,,,,
18044,Nordeste,2010-12-25,9462.0,94.76000214,9462.0,94.76000214,51809.0,22543.0,43.50999832,6963.18875,50.76,50.46,50.46,53.82,0.0,0.062430323299888506
18045,Norte,2010-12-25,5162.0,111.55999756,5162.0,111.55999756,12415.0,4746.0,38.22999954,3568.12041667,51.71,50.46,52.46,53.82,0.0,0.062430323299888506
18046,Sudeste,2010-12-25,45330.0,112.11000061,40752.0,100.79000092,200108.0,85450.0,42.70000076,26731.54458333,51.71,50.46,52.46,53.82,0.0,0.062430323299888506
18047,Sul,2010-12-25,14750.0,219.97000122,14327.0,213.66000366,18895.0,12766.0,67.55999756,6741.08125,51.71,50.46,52.46,53.82,0.0,0.062430323299888506
18048,Sudeste,2010-12-24,44872.0,110.98000336,42624.0,105.41999817,200108.0,84999.0,42.47999954,30631.67,,,,,,
18049,Sul,2010-12-24,15080.0,224.88999939,14768.0,220.22999573,18895.0,12427.0,65.76999664,8109.90791667,,,,,,
18050,Nordeste,2010-12-24,9740.0,97.55000305,9740.0,97.55000305,51809.0,22414.0,43.25999832,7883.245,,,,,,
18051,Norte,2010-12-24,5227.0,112.97000122,5227.0,112.97000122,12415.0,4666.0,37.58000183,3747.80083333,,,,,,
18052,Sudeste,2010-12-23,44386.0,109.77999878,42758.0,105.75,200108.0,84610.0,42.27999878,35272.91541667,,,,,,
18053,Sul,2010-12-23,15456.0,230.49000549,15016.0,223.92999268,18895.0,12155.0,64.33000183,9444.39541667,,,,,,
18054,Nordeste,2010-12-23,10113.0,101.27999878,10113.0,101.27999878,51809.0,22323.0,43.09000015,8414.95041667,,,,,,
18055,Norte,2010-12-23,5164.0,111.61000061,5164.0,111.61000061,12415.0,4612.0,37.15000153,3916.26333333,,,,,,
18056,Sul,2010-12-22,15212.0,226.86000061,14900.0,222.19999695,18895.0,11957.0,63.27999878,9704.9225,,,,,,
18057,Nordeste,2010-12-22,10272.0,102.87000275,10272.0,102.87000275,51809.0,22324.0,43.09000015,8344.45541667,,,,,,
18058,Norte,2010-12-22,5043.0,108.98999786,5043.0,108.98999786,12415.0,4562.0,36.75,3887.95583333,,,,,,
18059,Sudeste,2010-12-22,44337.0,109.66000366,42237.0,104.45999908,200108.0,84476.0,42.22000122,36840.41,,,,,,
18060,Norte,2010-12-21,4893.0,105.75,4893.0,105.75,12415.0,4504.0,36.27999878,3864.6425,,,,,,
18061,Nordeste,2010-12-21,10275.0,102.91000366,10275.0,102.91000366,51809.0,22396.0,43.22999954,8222.81458333,,,,,,
